SMILES,SMILES_state,NLL
COC1(C)C(=O)N(Cc2ccco2)c2c(C(=O)O)ccc(C(C)C)c21,1,46.83
Cc1cc(S(=O)(=O)NCc2cccc(CNC(=O)c3ccc(O)cc3)c2)cc(C(=O)NO)c1C,1,50.83
Cc1cc(C(C)(F)F)cc(F)c1OC(F)(F)F,1,30.92
c1ccc(CN2CCC3C2CCN3CCc2c[nH]c3ccccc23)cc1,1,33.16
O=C(O)CSc1nccn1-c1cccc2cccnc12,1,25.55
c1c(c(C)cc2ccc3c4c(-c5c(ccc(c5)C)S3(=O)=O)cc(S(=O)(O)=O)c-1o2)c(=O)c1c4cc(c(c1)Nc1ccc(cc1)C)S(O)(=O)=O,0,77.44
S=c1sc(N=Nc2cccc3ccccc23)nn1-c1ccccc1Cl,1,35.61
CCCCC(NC)C(O)c1ccc(OC)cc1,1,26.46
C=CCN(C)C(=O)CCc1nc(-c2ccc(Cl)c(Cl)c2)no1,1,30.87
CC(C)CC(NC(=O)OC(C)(C)C)C(=O)NC(C(=O)NCc1cnc[nH]1)C(C)O,1,33.95
C#CCC(O)C1c2ccc(C(=O)NC3CC3)cc2C2(C)C(O)C12,1,53.32
Cc1cc(C)c(O)c(S(=O)(=O)N2CCC3(CC2)CC(=O)C(C)(C)O3)c1,1,39.49
CCN(CC)C(=O)CN1CC(N2CCNCC2)C1,1,25.28
Cc1c(CC#N)c(=O)c2c3ccc(OCCI)nc3n3c2n1C=C(c1cccc(OCC2=CC(C)(C)C(C)(C)O2)c1)CC3C,1,95.28
COC(=O)c1ccc(N2CCC(Cl)CC2)cn1,1,26.22
O=C(O)c1cc(NC(=O)c2cc(F)ccc2Cl)ccc1O,1,28.86
CCCCOCCCn1cnc2c(c1=O)n(C)c(=O)n2CCC(=O)O,1,38.75
CCCCCCCCOC(CN(CC(=O)OCCCCCCC)CC(O)CCCCCC)OCC(CCCO)COCCCCCC,1,48.21
COc1ccc2c(=O)c(C(CC(=O)c3cc(OC)c(OC)c(OC)c3)c3c[nH]c4ccccc34)nnc(-c3ccccc3)c2c1,1,49.01
C=C(Nc1ccc(F)c(Cl)c1)C(C)(C)C,1,27.29
CCN(c1ccccc1)c1nc(CN(C)Cc2nccn2Cc2ccccc2)cs1,1,34.16
COc1ccc(CCC(CC(CC(=O)OC(C)(C)C)C(=O)NC2CC2)NC(=O)OCc2ccccc2)cc1,1,44.98
Cn1c(-c2cnc3[nH]ncc3c2Cl)cc2cc(Oc3ncnc(N)c3C#N)cnc21,1,47.95
CCC1(NC(=O)c2c(N)noc2C)CCC1,1,26.73
CC(=O)NC(CO)C(=O)OCC1OC(CO)C(OC2OC(COC3CC(O)(CO)CCC3O)C(O)C(O)C2O)C(O)C1O,1,67.14
CC(C)POc1c2ccccc2cc2c1ccc1ccccc12,1,35.87
O=S1(=O)CC2NCSC2C1,1,22.03
CC1CCC(C(=O)c2ccc3sc(=O)n(C)c3c2)CC1,1,30.39
CCCOc1ccc(C=C(C#N)C(=O)NCCN2CCOCC2)cc1OCC,1,27.22
Oc1ccc(Br)cc1-c1ccc2c(c1)CCC2,1,25.83
C=C1CCC(=O)C1=O,1,21.64
CC(CNC(=O)CSCc1ccc(Br)cc1)C(=O)O,1,28.21
COc1ccc(CNC(C)CCCC(C)C)cc1Br,1,22.75
CCCC(=O)OCCCCCCCCCCCCC(F)CC,1,30.18
CCCCOc1cc(COC)n(C(=O)c2c(C)noc2C)c1-c1ccsc1,1,50.18
CCCC(N)C(O)c1ccc(F)c(Br)c1,1,25.38
CC(C)c1ccc(C2=CCN(CCC(c3ccccc3F)C(Cc3ccc(Cl)c(Cl)c3)C(=O)O)CC2)cc1,1,53.65
c12c(cc(Cl)sc2ncnc1Nc1ccc(OC(F)(F)F)c(Cl)c1)C,0,37.19
C[n+]1cccc2c3ccccc3cnc21,1,25.83
NC(Cc1ccc(F)cc1)CC1CCCCO1,1,22.2
O=S(=O)(NCC1CCC(O)CC1)c1ccc(Cl)cc1Cl,1,25.44
CC1=NCC2(CCCOC2)Sc2ccc(C(=O)Nc3ccc(O)c(F)c3F)cc21,1,51.09
CCC1CCCCN1c1ccc(Cl)c(C)n1,1,25.75
CC(C)CC(CC(=O)OCc1ccccc1)C(=O)Nc1ccc(CC2CC(=O)N(C)c3ccccc32)cc1,1,46.29
COc1ccc(-c2cc3c(NC4OC4C(N)O)nc(F)cn3n2)cc1,1,53.1
CC1CCC(O)(CN2CC3CC2CN(C)C3)CC1,1,25.89
O=C(CCC1CCCC1)Nc1cccc(O)c1,1,22.43
Cc1ccsc1CNc1c2cc(Cl)ccc2nc2cccc(Cl)c12,1,37.11
CC(O)C=CC1CCCCC1,1,21.63
NC(=O)c1cn(-c2ccc(NC(=O)C3CC(O)C3)cc2)nn1,1,34.45
Cc1cc(I)c2nnn(Cc3ccc(C#CCCl)cc3)c(=O)c2c1,1,40.0
C1[C@H]2C[C@H](N1c1c(cc3c(c(cn4c3N(C)CCC34CC3)Cl)c1=O)NS(C)(=O)=O)CC2,0,54.32
O=C(O)c1cc(-c2ccc([N+](=O)[O-])o2)c(F)cc1F,1,27.1
CN(CCNC1=C(C#N)C(C)(C)C(=CO)C(=O)N1)CC(C)(C)C,1,49.54
CC(C)(C)c1ccc(C(Cl)=CC(=O)CCCOc2ccc(Cl)cc2)cc1,1,36.61
Cn1ccc2ccc(Nc3ccc(C(F)(F)F)cn3)cc21,1,31.67
CCCCNC(=O)C(C)N(Cc1ccccc1Cl)C(=O)CN(c1cccc(Cl)c1C)S(C)(=O)=O,1,28.09
O=C(NCCC(=O)N1CCN(c2ccccc2)CC1)c1ccco1,1,22.57
Cc1oc(C(=O)N2CC(C)CCC2C)cc1C(=O)O,1,28.73
COc1cccc(-c2ccc(-c3cc(F)cn(CC(=O)N4CC5CCC4C5C(=O)NC4CCOCC4)c3=O)cc2C)c1,1,64.12
O=C(NCCN1CCN(c2cc(Cl)cc(Cl)c2)CC1)C(=O)c1ccccc1,1,32.45
CCS(=O)(=O)NC(C)C(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)C(O)C1O,1,40.63
Cc1ccc(S(=O)(=O)N(CC(=O)NN=Cc2ccc(C)c(Br)c2)c2ccccc2)cc1,1,30.49
O=C1C=Cc2cccc3cccc1c23,1,19.3
CCCC1CCC(=O)C(CCSCC)C1,1,26.97
CCCC1OC(C(C)OC(C)=O)C2(CCCCO2)O1,1,40.26
C=C(CSc1ccccc1)Sc1ccc2c(OS(=O)(=O)c3ccccc3)c3ccccc3cc2c1,1,45.31
CCN(CC)CCNC(=O)c1cccc(Nc2ncc(C(F)(F)F)c(NN)n2)c1,1,32.98
CCCCCCCCCCCCCCc1cccc2c1CN(C(=O)CC)CC2(O)CCN(C)C(=O)c1ccc2ccccc2n1,1,64.63
CC=C(C)C1OC2OCC(O2)C1C,1,36.22
C=C(C)CCCCNCC,1,21.81
CCCNC(=O)C(c1ccc(F)cc1)N(CC)C(=O)Cc1cccc(Cl)c1,1,33.77
COc1cc(CN)ccc1S(=O)(=O)NC1CC(C)C1,1,27.63
C=C1C(=O)C=CC2(C)C3CCC4(C)C(=O)C(C)(C(=O)O)CC4C3CCC12C,1,37.83
CCC1(CC)CN(CC(O)CF)CCCN1,1,30.33
CS(=O)(=O)NCCCNS(=O)(=O)c1cccc(N)c1,1,27.15
CC(=O)OC(C#CC(=O)OCc1ccccc1)COC(=O)c1ccccc1,1,31.33
CCCc1[nH]ncc1CN1CCCC1c1nc2ccccc2[nH]1,1,30.45
O=Cc1nc2ccccc2nc1NCc1ccccc1F,1,31.22
CCC(N)Cc1c(F)cccc1Cl,1,25.74
CCCN(CC)CC(CN)CCSC,1,29.39
Cc1cccc(NCc2nnc(SC(C)C(=O)NC(N)=O)n2-c2ccccc2)c1,1,32.75
Cc1ccc(C2COCC2O)cc1,1,25.13
CCN(CC)c1ccc2c(c1)C(C)(C)c1ccc(OCCCCN3C(=O)C=CC3=O)cc1-2,1,39.34
COc1ccc(C(C)N(Cc2cccs2)C(=O)COc2cccc3ccccc23)cc1OC,1,38.15
c1(Cl)ccc2oc(-c3cc4n(c5ccn(c(=O)c5cc4n(c3=O)-c3ccccc3C(F)(F)F)-c3ccc(Cl)cc3)=O)c(Cl)c(C)c2c1,0,71.25
Cc1ccc(C(=O)c2ccc3oc4cc(Br)ccc4c3c2)cc1,1,31.63
CCc1noc(C2CCCN2c2ccc3nnc(-c4ccc(C)cc4)n3n2)n1,1,32.22
CCC1CNCCN1C(=O)C1(NC(=O)c2cc(F)cc(F)c2)CCN(C(=O)C(CCc2ccccc2)NC(C)=O)CC1,1,59.04
CC(C)C(O)CC(O)CCN=Cc1ccc([N+](=O)[O-])cc1,1,40.12
CC(C)c1cc(Oc2ccc(C3CCN3)c(Br)c2)nc(=O)n1C,1,47.6
CC(=O)CCC(C)(C)C(=O)O,1,22.6
CNC(=O)C(C)Oc1cccc(C=O)c1,1,24.45
C=CC1CCC(C(C)C(=O)O)OC1CC=C(C)C=CC1C(C)CC(C)C2C(C)C(OC(C)=O)CCC12O,1,65.03
O=C(NCc1ccc(F)cc1F)C(=O)c1c[nH]c2ccccc12,1,27.6
COc1ccccc1SCc1nn(-c2cccc(Cl)c2)c(C2CC2)c1C,1,37.3
CC(c1nc2ccc(CC(=O)c3ccccc3C(F)(F)F)cc2s1)(c1nc2cc(Br)cc(Cl)c2n1CC1CC1)S(C)(=O)=O,1,67.87
CCOC(=O)CCCNC(=O)Cc1ccc(OC)c(C)c1,1,26.82
CN(Cc1ccccc1Cl)c1ncncc1C(=O)O,1,25.0
O=c1c(=O)n(CC2(F)CC2)ccn1Cc1ccc(Cl)nc1,1,36.0
CCC1C=C(Oc2ccc(OC(=O)C=Cc3cc(OC)ccc3OC)cc2)C(=Cc2ccc(OCCOc3ccc(C=C4C(=O)N(CC)C(C)=C4C)cc3)cc2)CC1,1,71.76
CCC(CC)N1CC(CCCCl)OC(C)(C)C1,1,29.21
CCc1cccc(C(=O)O)c1S(=O)(=O)N(C)C,1,25.91
COc1ccc(COc2ccc(C=Nc3ccc(O)c(C=Nc4ccccc4)c3)cc2)cc1,1,34.53
COc1ccc(C2CCCCCC3=C(N)NC(=O)C(=C2C)C3)cc1OCc1ccc(Cl)cc1,1,55.22
Cn1cc(C2CCCN2C(=O)N2CCCCCC2)cn1,1,29.57
CCOC(=O)C(=CN(c1ccccc1)P(OCC)N(C(C)C)C(C)C)C(=O)OC(=O)Cc1ccccc1,1,54.1
CCCc1nn(CC)cc1OC(=O)NC(C)(CC)CCO,1,42.08
c1cccc(/C(C)=N\Nc2nc(SCC(=O)Nc3scc(n3)C)nc3c2=NNC3C(Nc2ccccc2)Nc2cc(ccc2)C(F)(F)F)c1,0,73.18
COc1ccc2c(c1)CCC1CCCCC21c1ccc(C(C)NC(=O)C2(SC)CC2)cn1,1,57.64
CCc1nn(CC)c(CC2(CN)CCCCC2)c1Cl,1,24.85
CN1CCN(CCCc2cc(N3CCc4ccccc4C3)nc(-c3ccc(OCCCC(=O)NN4CCN(Cc5ccccc5)C4=O)cc3)n2)CC1,1,66.67
Cc1ccc(Br)cc1NC(C)c1cc(F)ccc1C,1,27.99
COc1ccc2nc(N3CCN(CC#Cc4cc(Cl)ccc4C)C(C)C3)ccc2c1,1,47.77
CCOC(=O)c1cc(F)c(F)cc1N(C(=O)OC(C)(C)C)C(C)CC(C)(C)C,1,40.3
O=C(O)CC(NS(=O)(=O)CCCc1ccccc1)C(=O)O,1,27.12
Cc1nn(C)c(C)c1-c1nc(CC(=O)Nc2ccc(OC(F)F)c(Br)c2)cc(=O)[nH]1,1,43.59
N#Cc1c(Cl)nc(Nc2ccc3c(c2)OCO3)c(C#N)c1CCCl,1,39.96
C=CCC1=C(C#N)C(C)(C)c2c(ccc(Cl)c2Cl)C1Br,1,47.64
CCC1C2CC(CC2c2cccc(CNC(=O)C3CCCC(CO)N3)c2)N1c1ccc(C#N)cn1,1,64.43
CCC1OC(C)C(OC(C)=O)C1OC(C)C,1,29.73
CC(C)(N)Cc1ccc(C(N)=O)cc1,1,23.52
CCCCCCC12CC(C)C3C4CC5CC(O)CCC5(OC(C)=O)CC4=CCC3C1CCC2C(C)C=CC(C=O)C(C)C,1,61.55
C=Cc1cnc2[nH]nc(-c3ccc(N4CN(c5ccc(N6CCC(O)C6)cc5)CC45CNC5=O)cc3CC)c2c1,1,74.55
CC(C)(CN)NS(=O)(=O)N1CCC1,1,26.58
CCNCc1cccc(NC(=O)C(=O)N(C)C)c1,1,25.77
COc1ccc(CC2CS(=O)(=O)c3cc(OC)ccc32)c(OC)c1,1,36.36
CC(C)CCc1nc(-c2ccsc2)oc1C(=O)O,1,28.51
CCCN(CC(F)(F)F)c1nc(C(F)(F)F)ccc1C(N)=S,1,28.11
COc1ccc(C=Cc2nc3cc(C(C)C)ccc3c(=O)o2)c(OC)c1,1,34.85
COc1ccc(CN(C)C(=O)c2cccn2-c2ccc(Br)cc2)cn1,1,34.22
CSc1cccc(-c2nnc(SCC(=O)N3CCCCCC3)o2)c1,1,28.3
Cc1ccc(Cc2ccn(CCNC(=O)CC3CCCC3)c(=O)n2)cc1,1,33.56
CCCCCCn1cc(C(=O)NCc2ncn[nH]2)nn1,1,32.52
O=S(=O)(Nc1ccccc1CO)c1ccccc1Br,1,24.72
CC(C)=CCCC1(C2=CCCCC2)OC2=C1OCCC2,1,44.11
CCCCCCCC(=O)NC1C(COC(=O)N2CCC(C(=O)NC(C=O)CCC(N)=O)CC2)OC(NC(=O)C(F)(F)F)C(O)C1O,1,62.86
O=CC(=O)NOc1cccc(Cl)n1,1,31.85
CC(C)(C)c1cccnc1C(=O)c1ccoc1,1,29.75
CN1CCN(c2cc(-c3ccnc4c3CCC(C(F)(F)F)N4)nc(OC3CCN(c4ccc(C#N)cn4)C3)n2)CC1,1,54.49
COC(=O)c1cccc(NC(=O)C(C)OC(=O)c2c(C)oc3ccccc23)c1,1,32.66
CC(CO)(CO)Nc1cc(C(=O)O)ccc1Cl,1,27.46
CC(C)(C)OC(=O)NC1CCN(c2ncc[nH]2)C1,1,25.95
CCC1CSCCN1S(=O)(=O)C1CCNCC1,1,25.97
CCOCc1nc2c(-c3ccc(-c4ccc(C(=O)O)cc4)cc3)c(F)ncc2n1Cc1ccc(Br)cc1C,1,58.22
CCNCc1ccnc(N(CCOC)C2CC2)c1,1,23.31
COC1C2CCCCC2CC(OC(=O)NCCO)C1OCCCCCCCCC1OC(C)C(O)C1(CO)N(C)CCOCCCOC1OC(CO)C(O)C(O)C1O,1,106.29
O=[N+]([O-])c1ccc2oc3ccccc3c2c1NC1CCCC1O,1,36.78
C(CCCC)CCCCCC/C=C\CCCCCCCC(OC(COC(CCCCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC1OC(C(O)C(C1OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)O)C,0,33.85
OCC(NCC(O)COCC1CC1)c1ccccc1,1,25.05
COC(=O)c1cc(C)sc1NC(=O)CSc1ccc([N+](=O)[O-])cc1,1,26.47
CC(C)n1c(I)n[nH]c1=O,1,23.16
Cn1c(=O)c2c(c(=O)n(CC(=O)Nc3ccc4c(c3)CCC4)c(=O)n2C)n(C)c1=O,1,35.29
CC1CN(CC(=O)N(CCO)C(C)C)CC(C)(C)O1,1,29.01
CC(C)(C)c1ccc(OCC(=O)N2CCCC2)c2ncccc12,1,31.08
CC(C)(C)OC(=O)NCC(=O)N1CCC(C(=O)N2CCCC2)CC1,1,26.54
CC1(C#N)CN(C(=O)CSc2ccccc2F)CCC1O,1,38.4
CCc1ccc(CS(=O)(=O)NC(C(=O)N(C)Cc2ccc(F)cc2)C(C)C)cc1,1,36.68
N=C(N)c1c(F)cccc1Oc1ccc(Br)cc1Br,1,28.43
CCCc1ncc(C(=O)N2CC(O)C(O)C(Cc3ccccc3)C2C)o1,1,45.85
CCCNc1cc(N2CCC(C)C2C)nn1CC,1,32.45
COc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)c3ccc(B4OC(C)(C)C(C)(C)O4)cc32)cn1,1,40.74
CC1=NOC(=O)C1=Cc1ccccc1OC(C)C,1,28.47
O=C1COc2c(NCCc3ccccc3)cccc2N1,1,28.09
O=C(CCCCCBr)N1CCOCS1,1,29.97
CCC1(CNc2nc(NCCCCCCCC(C)C)nc3ccsc23)CCCN1C(C)=O,1,52.27
COc1ccc(C(=O)N2CCCCC2CCc2cc(CN(C(C)C)C(C)C)ccc2F)c(OC)c1,1,46.56
CC(C)CC(CN)(CI)C(C(=O)O)C(C)C,1,35.24
O(c1ccc(cc1)C(=O)[C@@H]1[C@@H]2C3(C(C(=O)NC4CCCCC4)N([C@H]([C@H](CC)C)CO)C2=O)[C@H](C(O[C@@H](CN2C[C@@H]4[C@H](C2)CN(C2CC(/C=C/c5ccccc5)=CC2O4)C(=O)OCC)[C@@H](c2nccnc2-,0,107.74
Cc1cc2c(cc1N)C(C)(C)c1ccccc1-2,1,25.93
Cc1ccc(N2CC(C(=O)Nc3ccc(OC(C)C)cc3)CC2=O)cc1Cl,1,30.21
CCCCc1cc2ccccc2s1,1,22.01
CC1CC(=O)N(C(CCC(=O)O)C(=O)O)C1=O,1,26.51
CN(C)c1ccc(NC(=O)CSc2nnc(-c3ccc(OCC4CCCO4)cc3)n2N)cc1,1,34.79
COc1cc(S(=O)(=O)NC(=O)c2ccc3c(c2)CC2(CC2)CC3Nc2ccc(F)cc2C(=O)O)n[nH]1,1,62.28
C(C)N1CN=NC(N(CC)CC)NC=1,0,39.6
O=C(CCc1nc2ccccc2s1)NCCC1CCCCC1,1,25.73
CC1(C)OCC(C2C(NC(=O)OCC3c4ccccc4-c4ccccc43)CCC2OC=O)O1,1,45.9
CC1CC(c2ccc(N(C)C3CCS(=O)(=O)C3)nn2)CCO1,1,36.09
CCNC(=O)C(C)NC(=O)c1ccccc1OCc1ccco1,1,32.97
CC(C)Cc1nc(Nc2nc3ccc(OC(F)(F)F)cc3s2)c2c(n1)SCC(CCN1CCN(C)CC1)C2,1,53.36
O=C(O)CC1CCN(C(=O)c2n[nH]c(C3CC3)c2Br)CC1,1,26.95
CCC=CCC=CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(CO)COCCCCCCCCCCC=CCC=CCC=CCC,1,24.25
CC1CCCC(C)N1C(=O)C(C)n1nc(-c2ccsc2)ccc1=O,1,34.42
c1cc(C2CCOC2)ccc1CC1=NCCS1,1,30.48
C=C(OCC(COC(C)=O)C(=O)OCCCCCCCCCCCCCc1ccc(-c2ccc(CCCCCCCCCC)cc2)nc1)C(=O)OC,1,48.48
OCC1(O)COC(C2=C3CCCCC3CO2)OC1,1,36.73
Cc1ccc(-c2c(-c3ccccn3)ccc3ccccc23)nc1-c1cccc(-c2ccccn2)c1,1,42.96
O=S(=O)(Nc1cccnc1OCc1ccc(C2CCOC2)cc1)c1ccc(F)cc1F,1,41.99
CCc1noc(NC(C)c2nnc3c4ccccc4c(=O)n(C)n23)c1C,1,41.23
CCc1[nH]c(C(=O)NC2CCOCC2)c(CC)c1N,1,33.5
COc1ccc(-c2nn(-c3ccccc3)cc2C=O)cc1O,1,27.68
C=CCC(CC=C)(CC=C)CCCO,1,20.81
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4Cl)o3)c(=O)n2C1c1ccc(C)cc1,1,33.63
COc1c(C=C2C(=S)Nc3ccc(S(=O)(=O)O)cc32)sc2nc(N)[nH]c(=O)c12,1,49.96
Cc1cc(-c2cc(Br)ccc2F)nc(CCc2nccs2)n1,1,38.42
COC(=O)c1cnc2cc(C)cc(C(F)(F)F)c2c1,1,29.85
CCCCCCCC1CC(CCCCCC)(CC(=O)O)C(=O)NC1=O,1,37.99
CNCC(NC(=O)c1cc2cc(-c3cc(OC(F)F)n[nH]3)ccc2o1)C(O)c1ccc(C(F)(F)F)cc1,1,56.16
O=C(NCCCn1ccnc1)c1cccc2ccccc12,1,24.43
CCCc1nc(NN)cc(OCc2nnn(C)n2)n1,1,27.17
O=C(C(=O)N1CCCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1)N1CCCCC1,1,33.49
CCC(C)CNc1c(N)cccc1F,1,24.13
COc1ccc(CN(C)CC2CCCCO2)cc1F,1,25.49
CCN(CC)C(=O)C1(C)Sc2nc3cc(Cl)ccc3n2C1=O,1,35.75
CC1(C)c2cc(N(c3ccccc3)c3ccc(-c4cc5c6c(c4)N(c4ccc(-c7ccccc7)cc4)c4c(F)cccc4B6c4cc(F)ccc4O5)cc3)ccc2-c2cccnc21,1,60.96
C1(=O)[C@@]2([C@H]3[C@H]([C@@H]4[C@@]5(O3)O[C@H]([C@H]4C)[C@]3(OC3)[C@@H]([C@@H]1[C@@]13[C@@H](C[C@@H](O[C@H]3CC1=C2C)OC1C[C@H](O[C@H]2[C@@H]([C@H]([C@H](O)[C@H](O2)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C)[C@@H]2O[C@H]2[C@H]([C@H]([C@@H]([C@H](O,0,126.31
CC(=O)N(CCCOC(=O)C(F)(F)F)C(=O)OC(C)(C)C,1,31.63
CC1(C)CCc2scc(C(=O)c3ccc4c(c3)CCC4)c2C1,1,35.34
CC(C)(C)OC(=O)N1CC(COC(c2ccc(CC#N)cc2)C(F)(F)F)C1,1,35.91
CC=CCC1CC2CC(CC)CCC2(C)C2CCC3(C)C(C(C)=O)CCC3C12,1,48.62
CC(C)CSCC(N)C(C)OC(=O)C(C)N,1,35.0
CCCc1c(-c2ccccc2C)nc2sc(C)cc2c1N,1,30.88
CN(C(=O)C(=O)CN1CCC(N(C)C)C1)c1ccc(Cl)cc1,1,39.56
CN(C)C(=O)c1ccn(-c2c(N)cc(C(F)(F)F)cc2Cl)n1,1,32.21
COc1cc(C(=O)N=c2sc3cc4c(cc3n2CCF)OCCO4)cc(OC)c1OC,1,34.26
Cc1c(OCS(C)(=O)=O)c2cc(F)c(F)cc2n(-c2ccc(C(=O)O)c(Cl)c2)c1=O,1,49.13
CC1CC(C)CN(c2nc(OC(C)(C)C)nc3scc(-c4ccc(OC5CCCC5)cc4)c23)C1,1,48.22
CCC1C(OC(C)=O)COC(Oc2ccc(OC3(CNC(=O)OC(C)(C)C)CCCC3)c3c2C(=O)N(C)C3)C(O)C1C,1,79.53
c1ccc(N(c2ccc(-c3cc(-c4cc5ccccc5s4)cc(-c4cccc5ccccc45)c3)cc2)c2nccc3c2-c2ccccc2C3(c2ccccc2)c2ccccc2)cc1,1,54.15
CC1(C)c2c(-c3ccc4c5cc(-c6ccc(-c7ccccc7)cc6)ccc5n(-c5ccccc5)c4c3)ccc(-c3cccc4oc5ccccc5c34)c2C(C)(C)C1(C)C,1,52.37
COc1cc(F)c(-c2nc(C3(O)CC3)no2)c(F)c1,1,31.63
CCOB1OCc2cc(C=O)cc(C)c2O1,1,29.9
COc1cc(OC)c(OC)c(C(=O)c2oc3c(C#N)cccc3c(=O)c2C)c1,1,47.1
Cc1nnsc1C(O)C1CCCCN1,1,27.03
COc1ccccc1CC(=O)N1CCCC1c1ccc(Cl)cc1,1,27.09
N#Cc1cc(NC2CCN(C(=O)c3ccc(F)c(F)c3)CC2)ccc1[N+](=O)[O-],1,35.21
CC=C1N=C(N2C(=O)C3C(C2C(=O)O)C2CCC3C2(C)C)SC1=O,1,45.34
CNC(=O)C(=O)Nc1cccc(C(F)(F)F)c1Cl,1,28.04
N#Cc1c(-c2ccccc2)nn(-c2nc(-c3ccccc3)cs2)c1N,1,29.04
C=C(C)C(O)C(C)CC(=O)OCc1ccccc1,1,29.93
O=C(Nc1ccc(F)c(Cl)c1)C1CC(=O)N(Cc2ccc3c(c2)OCO3)C1,1,28.39
COCCCN1CCC(c2csc(C(C)Sc3nc(C)c(C)o3)n2)CC1,1,43.67
CCCC1[B]c2ccc(Br)cc2N1C1CCC(N)CC1,1,44.84
O=C(NCc1ccc(N2CCCC2)cc1)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1,1,27.6
O=C1Nc2cccc(F)c2CC12CCN(Cc1ccc3cc(O)ccc3c1)CC2,1,39.96
CCS(=O)(=O)Nc1ccc(NC(=O)c2ccc(NC3=C(Cl)C(=O)N(Cc4ccccc4)C3=O)cc2)c(C)c1,1,38.81
COC(=O)Nc1cccc(NCc2ccc(CC(C)C)cc2)c1,1,30.35
COc1ccccc1-c1cnc2c(c1)c(=O)c(N1CCN(C(=O)OC(C)(C)C)CC1)cn2C,1,39.27
COc1ccccc1OCc1nc(C(C)=O)c(C)o1,1,30.61
O=C(O)c1c(Cn2cnc3[nH]ncc32)c(-c2cn[nH]c2)nc2ccccc12,1,50.42
Cc1cc(Cc2ccc(F)cc2)cc(C2CN(S(=O)(=O)c3cccnc3)CCO2)n1,1,35.08
CCN(CCNC(=O)c1ccc(Oc2ccc(C#N)c(F)c2)c(Cl)c1)CCOC,1,43.62
c1ccc2c(oc(/C=C/C3C[C@@H]4[C@H]([C@H]5[C@H](C[C@H]43)CCCCO)CCC(C=5)=O)c2)c1,0,53.2
CC(C)(CO)CNC(=O)Nc1ccc2c(c1)OCO2,1,25.05
CC(C)(O)C=CC(O)C(C)(C)N,1,29.48
Cc1ccc(N2C(=O)CC(N(CCc3ccccc3)C(=O)c3ccc(Cl)cc3)C2=O)cc1O,1,39.37
CNC(C)C(F)F,1,21.98
CCCCCCCCCCCCCCCCOCC(COCC1OC(n2c(=O)oc3c(N)ncnc32)C(OC)C1OC(=O)Nc1cccc(C(=S)NCCCO)c1)OC(C)CCCCCCCCCCCC,1,89.42
COc1ccc(CC(N)CCc2ccnn2C)cc1F,1,26.47
O=C1NCC(C2CCOC2)O1,1,26.03
CN1CCN(C2CCN(S(=O)(=O)c3ccc(C#N)cc3)CC2F)CC1,1,33.93
COc1cccc(-c2c3c(c(O)c4ccccc24)CCC3)c1OC,1,34.78
CCC(Nc1ccc(C)cc1C)c1ccc(C(C)(C)C)cc1,1,30.75
C=CCN1CCC23CCN(Cc4cccc(C[S+](C)[O-])c4)C4CC1C2Oc1c(O)ccc3c14,1,56.15
Cc1ccc2c(c1)c1ccccc1c(=O)n2CCC(N)=S,1,31.97
CCOc1c(Br)cc(C2C3=C(CC(C)(C)CC3=O)N=C(C)C2C(=O)OC2CCOCC2)cc1OC,1,40.85
O=C(CN1CCN(Cc2ccn[nH]2)CC1)NCC1CC1,1,29.9
CSc1c(C#N)c(N)nc(N2CCC3(CC2)OCCO3)c1C#N,1,31.41
Cc1nc(C(C)(C)C)sc1C(=O)NCCCn1c(C)nc2ccccc21,1,30.48
COc1ccc(S(=O)(=O)N(NC(=O)OC(C)(C)C)C2CCCCC2)cc1OC,1,35.72
CC1CCN(c2cc(-c3ccccc3)nc(SCC(=O)NN=Cc3ccccn3)n2)CC1,1,34.94
O=C1C(=O)N(CC2CCCO2)C(c2cccnc2)C1=C(O)c1ccc2c(c1)OCCO2,1,27.38
CNCCN(C)CCN(C(C)=O)C(c1ccc(C)cc1)C(C)C,1,38.2
C#CC=CC(=O)NC(C)c1cccc(Cl)c1Br,1,38.63
N#Cc1ncc(C(=O)NN)cc1F,1,25.61
C=CCCC1CCN(Cc2ccc(OC)c(Cl)c2)CC1,1,29.75
CC(NC(=O)c1cccc(C(=O)NCc2ccc(C(=O)NC3CCCCC3)cc2)c1)c1ccccc1Cl,1,40.09
Cn1nc(-c2ccc3c(=O)[nH]nc(-c4cccc(OC(F)F)c4)c3c2)cc1C(C)(C)C,1,44.71
CC(C)(C)OC(=O)NCC1(CO)CC(O)CN1Cc1ccccc1,1,33.17
COc1cccc(NCC(C)CCCl)c1,1,26.13
